transaction_id,day,month,year,week_name,brand,laptop_model,units_sold,price_per_unit,customer_name,gender,customer_age,City,payment_method,customer_rating
TXN00739,7,March,2025,Friday,Dell,XPS 13,2,58251,Ryan Mall,M,34,Faridabad,UPI,5
TXN00740,2,July,2024,Tuesday,Dell,Inspiron 15,1,61628,Tarini Konda,M,35,Visakhapatnam,Cash,4
TXN00741,13,February,2025,Thursday,Lenovo,ThinkPad X1,3,83625,Charvi Kari,F,24,Hyderabad,Debit Card,3
TXN00742,7,April,2025,Monday,MSI,GF63 Thin,2,36037,Anahita Rattan,F,27,Pune,Cash,5
TXN00743,12,April,2025,Saturday,MSI,GF63 Thin,3,62069,Nirvi Khalsa,F,41,Delhi,Credit Card,5
TXN00744,1,June,2024,Saturday,Acer,Swift 3,3,57144,Lagan Dar,M,60,Hyderabad,Cash,5
TXN00745,20,January,2025,Monday,HP,Omen 15,3,82520,Rati Rajan,F,55,Lucknow,Debit Card,3
TXN00746,27,August,2024,Tuesday,Lenovo,ThinkPad X1,2,78734,Kanav Balan,M,44,Bengaluru,Debit Card,5
TXN00747,31,March,2025,Monday,Asus,VivoBook 15,2,65101,Inaaya  Roy,F,57,Vadodara,Credit Card,2
TXN00748,18,August,2024,Sunday,Dell,Latitude 7490,3,61825,Eva Majumdar,F,65,Lucknow,Cash,4
TXN00749,11,December,2024,Wednesday,MSI,Modern 14,2,91571,Vidur Bail,M,19,Kolkata,UPI,5
TXN00750,13,January,2025,Monday,Dell,XPS 13,5,85716,Purab Bajwa,M,53,Nagpur,Credit Card,5
TXN00751,3,June,2024,Monday,Dell,Inspiron 15,2,75437,Kiara Sathe,F,23,Surat,Cash,4
TXN00752,27,January,2025,Monday,MSI,Modern 14,4,53821,Anahita Rajan,F,50,Faridabad,Credit Card,5
TXN00753,27,September,2024,Friday,MSI,Modern 14,3,42865,Mehul Vig,F,32,Mumbai,Cash,5
TXN00754,13,March,2025,Thursday,Apple,MacBook Pro,3,60894,Hazel Devan,F,50,Bhopal,Credit Card,5
TXN00755,27,December,2024,Friday,Asus,TUF Gaming,2,79307,Rasha Tata,F,18,Kalyan,Cash,4
TXN00756,31,March,2025,Monday,Acer,Aspire 5,4,91626,Vihaan Sridhar,M,38,Visakhapatnam,Debit Card,5
TXN00757,21,September,2024,Saturday,Lenovo,Legion Y540,3,97073,Ishaan Krishna,M,56,Meerut,UPI,2
TXN00758,30,September,2024,Monday,MSI,Modern 14,5,33677,Ira Sur,F,54,Vasai-Virar,Debit Card,4
TXN00759,7,September,2024,Saturday,Apple,MacBook Air,1,27708,Misha Date,F,33,Faridabad,UPI,3
TXN00760,17,November,2024,Sunday,Apple,MacBook Air,2,69113,Neelofar Johal,F,40,Patna,Credit Card,2
TXN00761,15,March,2025,Saturday,Apple,MacBook Air,3,41038,Ela Dubey,F,24,Kolkata,Credit Card,4
TXN00762,16,December,2024,Monday,Apple,MacBook Pro,1,71273,Dhanush Hari,M,25,Bhopal,Credit Card,4
TXN00763,14,June,2024,Friday,Acer,Aspire 5,4,94233,Advika Lad,F,20,Kalyan,Credit Card,1
TXN00764,11,March,2025,Tuesday,MSI,GF63 Thin,4,96506,Nirvi Mannan,F,39,Indore,Debit Card,5
TXN00765,13,July,2024,Saturday,HP,Omen 15,1,98288,Oorja Wable,M,60,Ghaziabad,UPI,5
TXN00766,12,October,2024,Saturday,Apple,MacBook Air,5,83541,Shaan Sridhar,M,46,Kolkata,Debit Card,3
TXN00767,21,February,2025,Friday,HP,Envy 13,3,99254,Zoya Chakrabarti,F,33,Lucknow,Debit Card,5
TXN00768,17,December,2024,Tuesday,Acer,Aspire 5,1,99860,Anika Dass,F,59,Indore,UPI,4
TXN00769,20,January,2025,Monday,Asus,VivoBook 15,3,94050,Samar Ramesh,M,60,Vasai-Virar,UPI,4
TXN00770,13,March,2025,Thursday,Asus,TUF Gaming,1,86013,Raunak Vig,M,18,Varanasi,Credit Card,2
TXN00771,4,March,2025,Tuesday,MSI,GF63 Thin,3,43371,Emir Dave,M,53,Kalyan,UPI,1
TXN00772,4,May,2024,Saturday,MSI,Modern 14,2,65129,Shamik Saraf,M,26,Thane,Credit Card,3
TXN00773,4,May,2024,Saturday,Dell,Latitude 7490,3,99334,Mamooty Seth,M,20,Nagpur,Credit Card,1
TXN00774,12,January,2025,Sunday,Apple,MacBook Air,5,70091,Riya Swaminathan,F,60,Jaipur,Credit Card,2
TXN00775,18,March,2025,Tuesday,Asus,ROG Zephyrus,4,40488,Onkar Gokhale,M,21,Ghaziabad,UPI,4
TXN00776,2,October,2024,Wednesday,MSI,GF63 Thin,1,41146,Gatik Thaman,M,35,Jaipur,UPI,5
TXN00777,15,January,2025,Wednesday,MSI,Modern 14,3,75556,Eva Iyer,F,25,Agra,Credit Card,5
TXN00778,22,September,2024,Sunday,HP,Omen 15,1,73728,Yashvi Bawa,M,36,Ahmedabad,Debit Card,1
TXN00779,2,August,2024,Friday,Lenovo,IdeaPad S340,1,97957,Miraan Bava,M,54,Thane,Debit Card,3
TXN00780,29,April,2024,Monday,Apple,MacBook Pro,3,37102,Shamik Wable,M,58,Vasai-Virar,Cash,2
TXN00781,9,July,2024,Tuesday,Dell,Latitude 7490,4,76217,Alia Shetty,F,35,Bengaluru,Debit Card,5
TXN00782,6,June,2024,Thursday,Acer,Aspire 5,5,59005,Raghav Dasgupta,M,63,Nashik,Credit Card,1
TXN00783,18,October,2024,Friday,Lenovo,IdeaPad S340,1,26636,Miraya Das,F,63,Ahmedabad,Credit Card,3
TXN00784,10,May,2024,Friday,Apple,MacBook Pro,4,39174,Veer Sathe,M,37,Ghaziabad,UPI,1
TXN00785,31,August,2024,Saturday,Asus,TUF Gaming,4,56114,Sahil Bal,M,52,Surat,Credit Card,4
TXN00786,18,November,2024,Monday,Acer,Aspire 5,5,27944,Nishith Mangal,M,30,Thane,Cash,4
TXN00787,12,September,2024,Thursday,Lenovo,IdeaPad S340,1,80647,Aarna Kumar,F,54,Nashik,Credit Card,5
TXN00788,21,February,2025,Friday,HP,Omen 15,1,49161,Aradhya Mannan,F,20,Nagpur,UPI,4
TXN00789,13,October,2024,Sunday,HP,Omen 15,1,93152,Anika Brahmbhatt,F,62,Visakhapatnam,Cash,2
TXN00790,5,November,2024,Tuesday,Acer,Swift 3,4,93924,Arhaan Gupta,M,64,Lucknow,Debit Card,1
TXN00791,7,April,2025,Monday,HP,Pavilion x360,5,99612,Shlok Agarwal,M,35,Ahmedabad,UPI,2
TXN00792,4,June,2024,Tuesday,Acer,Predator Helios,2,72702,Rohan Wadhwa,M,47,Delhi,UPI,3
TXN00793,15,October,2024,Tuesday,HP,Omen 15,3,32035,Saira Raman,F,48,Varanasi,Cash,5
TXN00794,6,December,2024,Friday,Lenovo,ThinkPad X1,3,37904,Nitara Bath,F,38,Kolkata,Cash,3
TXN00795,18,January,2025,Saturday,Apple,MacBook Pro,3,60275,Ryan Virk,M,48,Nagpur,Cash,5
TXN00796,13,November,2024,Wednesday,Acer,Aspire 5,4,84224,Indrajit Magar,M,46,Delhi,UPI,2
TXN00797,21,December,2024,Saturday,Asus,VivoBook 15,4,43057,Aayush Atwal,M,56,Vadodara,Debit Card,1
TXN00798,5,August,2024,Monday,Asus,VivoBook 15,4,60488,Tara Chawla,F,65,Kolkata,Cash,3
TXN00799,3,December,2024,Tuesday,Asus,ROG Zephyrus,2,33008,Tushar Kala,M,23,Ghaziabad,Debit Card,3
TXN00800,2,October,2024,Wednesday,Acer,Aspire 5,2,50255,Aarush Sathe,M,30,Thane,UPI,2
TXN00801,10,January,2025,Friday,Apple,MacBook Air,2,42533,Anvi Golla,F,36,Kanpur,Debit Card,2
TXN00802,13,November,2024,Wednesday,Dell,Inspiron 15,2,63268,Arhaan Bumb,M,51,Nashik,Credit Card,5
TXN00803,9,May,2024,Thursday,HP,Envy 13,4,79724,Pihu Sahota,F,39,Hyderabad,Debit Card,2
TXN00804,5,December,2024,Thursday,HP,Envy 13,4,36038,Anvi Dalal,F,45,Lucknow,Debit Card,2
TXN00805,23,August,2024,Friday,HP,Pavilion x360,4,81042,Kiara Karpe,F,49,Indore,Debit Card,2
TXN00806,3,August,2024,Saturday,Acer,Predator Helios,3,82916,Anahita Bedi,F,47,Nagpur,Debit Card,4
TXN00807,19,March,2025,Wednesday,Dell,Inspiron 15,3,74704,Elakshi Bedi,F,47,Chennai,Debit Card,1
TXN00808,22,August,2024,Thursday,MSI,GF63 Thin,5,45113,Divij Dalal,M,51,Srinagar,Debit Card,5
TXN00809,31,December,2024,Tuesday,Dell,Latitude 7490,3,44205,Ranbir Kata,M,63,Delhi,Credit Card,2
TXN00810,4,June,2024,Tuesday,Asus,TUF Gaming,5,88877,Anahita Shankar,F,33,Ludhiana,UPI,3
TXN00811,14,November,2024,Thursday,MSI,Modern 14,1,36156,Umang Kota,F,45,Ahmedabad,UPI,4
TXN00812,14,November,2024,Thursday,Acer,Swift 3,1,85505,Nitya Bhatnagar,F,45,Ludhiana,Debit Card,1
TXN00813,15,September,2024,Sunday,MSI,Modern 14,4,98638,Armaan Choudhry,M,23,Ghaziabad,Debit Card,3
TXN00814,6,January,2025,Monday,MSI,Modern 14,5,51488,Akarsh Bandi,M,63,Bhopal,UPI,1
TXN00815,23,October,2024,Wednesday,MSI,GF63 Thin,4,59977,Fateh Wason,M,65,Agra,Cash,2
TXN00816,19,July,2024,Friday,Lenovo,Legion Y540,4,57569,Rohan Ranganathan,M,56,Thane,UPI,3
TXN00817,9,November,2024,Saturday,Lenovo,IdeaPad S340,5,69318,Sana Chada,F,44,Ghaziabad,UPI,3
TXN00818,23,February,2025,Sunday,Acer,Predator Helios,1,46672,Krish Thakur,M,41,Bhopal,Cash,1
TXN00819,17,August,2024,Saturday,MSI,GF63 Thin,4,80085,Jayant Suresh,M,50,Bengaluru,Debit Card,2
TXN00820,19,March,2025,Wednesday,Dell,Latitude 7490,5,31449,Neelofar Manne,F,51,Visakhapatnam,UPI,3
TXN00821,12,September,2024,Thursday,Lenovo,Legion Y540,4,98136,Advik Mahal,M,59,Vadodara,Cash,3
TXN00822,15,September,2024,Sunday,HP,Pavilion x360,1,41959,Darshit Kothari,M,43,Nagpur,Credit Card,3
TXN00823,13,December,2024,Friday,Acer,Predator Helios,1,55396,Sumer Kohli,M,49,Nagpur,UPI,5
TXN00824,22,April,2025,Tuesday,Acer,Aspire 5,4,61289,Uthkarsh Shetty,M,41,Bhopal,UPI,1
TXN00825,6,November,2024,Wednesday,Acer,Aspire 5,1,71917,Misha Chokshi,F,30,Ahmedabad,Cash,2
TXN00826,8,October,2024,Tuesday,MSI,GF63 Thin,1,54578,Prerak Bajaj,M,52,Vadodara,UPI,5
TXN00827,26,April,2025,Saturday,Asus,VivoBook 15,1,35446,Indrajit Shere,M,55,Ludhiana,Credit Card,5
TXN00828,11,June,2024,Tuesday,Asus,TUF Gaming,2,82260,Ela Bajwa,F,18,Vasai-Virar,Debit Card,4
TXN00829,25,July,2024,Thursday,Apple,MacBook Air,1,57008,Pihu Kota,F,57,Jaipur,Credit Card,2
TXN00830,30,March,2025,Sunday,Dell,Inspiron 15,3,30952,Krish Kurian,M,58,Bhopal,Credit Card,3
TXN00831,23,August,2024,Friday,Lenovo,ThinkPad X1,1,40173,Prisha Ahluwalia,F,63,Mumbai,Cash,5
TXN00832,11,July,2024,Thursday,Apple,MacBook Air,1,59869,Madhav Kapur,M,24,Ahmedabad,Credit Card,1
TXN00833,20,September,2024,Friday,Apple,MacBook Pro,1,83694,Zeeshan Basak,M,56,Varanasi,Cash,3
TXN00834,19,June,2024,Wednesday,MSI,GF63 Thin,2,77355,Navya Contractor,F,28,Jaipur,UPI,2
TXN00835,30,December,2024,Monday,Asus,TUF Gaming,2,71980,Aaina Raval,F,37,Varanasi,Cash,2
TXN00836,10,June,2024,Monday,Lenovo,Legion Y540,4,30451,Riaan Uppal,M,58,Thane,Debit Card,2
TXN00837,26,September,2024,Thursday,Lenovo,ThinkPad X1,3,53939,Uthkarsh Bahl,M,57,Nagpur,Credit Card,4
TXN00838,10,August,2024,Saturday,Lenovo,ThinkPad X1,5,41483,Zeeshan Grewal,M,45,Jaipur,Debit Card,5
TXN00839,4,November,2024,Monday,MSI,Modern 14,5,77124,Shayak Sunder,M,52,Nashik,Credit Card,4
TXN00840,15,March,2025,Saturday,Lenovo,Legion Y540,2,90200,Abram Bath,M,57,Kalyan,Credit Card,5
TXN00841,2,September,2024,Monday,HP,Pavilion x360,5,43513,Krish Biswas,M,44,Rajkot,Debit Card,5
TXN00842,7,September,2024,Saturday,MSI,Modern 14,4,48136,Darshit Wason,M,46,Indore,UPI,1
TXN00843,6,January,2025,Monday,MSI,Modern 14,4,35567,Nayantara Luthra,F,22,Indore,Credit Card,4
TXN00844,10,December,2024,Tuesday,MSI,Modern 14,5,45964,Dhruv Barman,M,53,Chennai,Debit Card,2
TXN00845,12,March,2025,Wednesday,Apple,MacBook Air,3,35859,Ela Barad,F,38,Thane,Credit Card,2
TXN00846,6,June,2024,Thursday,HP,Envy 13,2,26828,Sara Singh,F,47,Nagpur,Cash,1
TXN00847,30,August,2024,Friday,HP,Omen 15,3,68443,Nirvi Goyal,F,22,Vadodara,Debit Card,1
TXN00848,13,September,2024,Friday,MSI,Modern 14,1,70845,Urvi Bhandari,F,31,Nashik,Cash,3
TXN00849,16,June,2024,Sunday,Acer,Predator Helios,4,38143,Anvi Mannan,F,38,Mumbai,Credit Card,1
TXN00850,30,October,2024,Wednesday,Lenovo,IdeaPad S340,3,95565,Aarna Salvi,F,20,Vasai-Virar,UPI,3
TXN00851,11,December,2024,Wednesday,MSI,GF63 Thin,3,60978,Armaan Badal,M,41,Kalyan,UPI,4
TXN00852,11,October,2024,Friday,Asus,VivoBook 15,3,42999,Nayantara Reddy,F,20,Faridabad,UPI,5
TXN00853,11,February,2025,Tuesday,Acer,Predator Helios,3,56758,Urvi Bath,F,36,Meerut,Debit Card,2
TXN00854,27,October,2024,Sunday,MSI,Modern 14,2,52765,Yasmin Dubey,F,37,Vasai-Virar,UPI,3
TXN00855,19,September,2024,Thursday,MSI,Modern 14,2,33125,Ivan Chana,M,19,Patna,Debit Card,1
TXN00856,31,July,2024,Wednesday,Apple,MacBook Pro,2,30967,Adira Grewal,F,47,Visakhapatnam,UPI,4
TXN00857,12,December,2024,Thursday,Asus,ROG Zephyrus,1,84676,Veer Saha,M,38,Bhopal,Cash,3
TXN00858,29,June,2024,Saturday,HP,Envy 13,1,71717,Anahi Amble,F,29,Bhopal,Debit Card,4
TXN00859,11,July,2024,Thursday,Apple,MacBook Pro,5,91324,Sara Issac,F,63,Bhopal,Debit Card,4
TXN00860,4,October,2024,Friday,Lenovo,ThinkPad X1,5,78485,Yashvi Karan,F,34,Ghaziabad,UPI,2
TXN00861,27,February,2025,Thursday,Asus,VivoBook 15,1,37970,Dhanush Arya,M,43,Varanasi,Cash,1
TXN00862,15,July,2024,Monday,Acer,Aspire 5,4,98318,Zoya Vasa,F,34,Varanasi,Credit Card,5
TXN00863,1,December,2024,Sunday,Apple,MacBook Air,5,76110,Eshani Mander,F,61,Varanasi,Debit Card,1
TXN00864,2,September,2024,Monday,Dell,Latitude 7490,5,92414,Riaan Shere,M,44,Vasai-Virar,Cash,4
TXN00865,14,February,2025,Friday,Asus,TUF Gaming,1,58381,Hansh Sahni,M,53,Thane,Debit Card,3
TXN00866,17,September,2024,Tuesday,Acer,Aspire 5,4,41372,Miraya Devi,F,38,Ahmedabad,Debit Card,4
TXN00867,2,June,2024,Sunday,MSI,Modern 14,3,47043,Saira Bedi,F,40,Kalyan,Debit Card,4
TXN00868,26,October,2024,Saturday,Acer,Aspire 5,3,54086,Charvi Bains,F,47,Nagpur,Cash,2
TXN00869,22,April,2025,Tuesday,Acer,Aspire 5,3,79619,Kavya Barad,F,23,Indore,Debit Card,3
TXN00870,1,October,2024,Tuesday,Apple,MacBook Air,2,75107,Parinaaz Sachar,F,37,Vasai-Virar,Cash,5
TXN00871,8,April,2025,Tuesday,Dell,Latitude 7490,4,50492,Hiran Srinivas,M,54,Jaipur,Credit Card,3
TXN00872,6,November,2024,Wednesday,Apple,MacBook Pro,1,77184,Alia Dutta,F,25,Ahmedabad,Cash,1
TXN00873,24,March,2025,Monday,Dell,XPS 13,2,40776,Indrans Rajan,M,36,Nagpur,UPI,4
TXN00874,17,October,2024,Thursday,Apple,MacBook Air,2,94679,Advik Magar,M,48,Srinagar,Cash,4
TXN00875,3,December,2024,Tuesday,Dell,Inspiron 15,1,76014,Devansh Jani,M,27,Kolkata,Debit Card,4
TXN00876,8,August,2024,Thursday,Dell,Inspiron 15,5,85022,Alisha Mani,F,40,Ghaziabad,Debit Card,3
TXN00877,28,April,2025,Monday,Acer,Aspire 5,4,89993,Indrans Chaudhari,M,39,Varanasi,Credit Card,3
TXN00878,15,February,2025,Saturday,MSI,Modern 14,2,79868,Mishti Dani,F,62,Kalyan,Debit Card,5
TXN00879,29,October,2024,Tuesday,Asus,TUF Gaming,2,57847,Divyansh Kothari,M,26,Srinagar,Debit Card,5
TXN00880,18,July,2024,Thursday,Dell,Latitude 7490,5,33884,Anahi Chander,F,38,Thane,Debit Card,5
TXN00881,12,August,2024,Monday,MSI,Modern 14,3,32676,Jiya Varughese,F,30,Bengaluru,Debit Card,2
TXN00882,31,January,2025,Friday,Acer,Swift 3,2,47665,Shayak Ramesh,M,29,Varanasi,Credit Card,2
TXN00883,27,December,2024,Friday,Asus,ROG Zephyrus,2,64212,Stuvan Swamy,M,18,Ludhiana,Debit Card,5
TXN00884,21,May,2024,Tuesday,Asus,TUF Gaming,2,31103,Riya Sha,F,40,Indore,UPI,4
TXN00885,14,March,2025,Friday,Dell,Latitude 7490,4,79472,Kabir Doctor,M,58,Surat,Debit Card,4
TXN00886,9,September,2024,Monday,Asus,ROG Zephyrus,1,85908,Hunar Master,M,33,Delhi,UPI,2
TXN00887,9,May,2024,Thursday,Dell,Latitude 7490,1,36408,Riya Dubey,F,54,Kanpur,Cash,3
TXN00888,9,May,2024,Thursday,HP,Pavilion x360,1,71096,Veer Dara,M,57,Ghaziabad,Debit Card,1
TXN00889,14,May,2024,Tuesday,Apple,MacBook Air,5,76893,Pranay Mangal,M,22,Mumbai,Credit Card,3
TXN00890,1,November,2024,Friday,HP,Envy 13,5,49708,Badal Kari,M,42,Lucknow,Credit Card,3
TXN00891,30,September,2024,Monday,Lenovo,ThinkPad X1,4,52376,Miraan Sodhi,F,56,Delhi,Cash,5
TXN00892,6,May,2024,Monday,Asus,TUF Gaming,2,73410,Emir Kalita,M,44,Kalyan,UPI,3
TXN00893,16,November,2024,Saturday,Lenovo,IdeaPad S340,5,41939,Jhanvi Kata,F,22,Pune,Cash,3
TXN00894,7,March,2025,Friday,MSI,Modern 14,1,70324,Kavya Yadav,F,28,Patna,Cash,1
TXN00895,24,December,2024,Tuesday,Apple,MacBook Pro,2,46453,Dhruv Koshy,M,60,Meerut,Debit Card,1
TXN00896,30,December,2024,Monday,Lenovo,IdeaPad S340,3,90168,Aarush Virk,M,56,Agra,Cash,4
TXN00897,8,February,2025,Saturday,MSI,Modern 14,3,74529,Nitya Bhatnagar,F,63,Delhi,Credit Card,3
TXN00898,22,February,2025,Saturday,Dell,Inspiron 15,3,72655,Jhanvi Wason,F,61,Patna,Debit Card,5
TXN00899,20,November,2024,Wednesday,HP,Envy 13,5,80024,Lakshay Taneja,M,28,Kalyan,UPI,3
TXN00900,17,January,2025,Friday,Lenovo,Legion Y540,4,48343,Diya Bahl,F,33,Vadodara,UPI,4
TXN00901,7,June,2024,Friday,MSI,Modern 14,1,37028,Miraan Soman,M,22,Rajkot,UPI,4
TXN00902,20,August,2024,Tuesday,Lenovo,IdeaPad S340,4,34932,Pihu Rattan,F,58,Pune,UPI,3
TXN00903,16,March,2025,Sunday,Apple,MacBook Pro,3,81759,Farhan Koshy,M,49,Visakhapatnam,Cash,1
TXN00904,2,March,2025,Sunday,Acer,Aspire 5,4,41324,Zain Koshy,M,54,Patna,Debit Card,4
TXN00905,16,December,2024,Monday,Apple,MacBook Pro,1,91596,Madhup Sarin,M,53,Chennai,UPI,1
TXN00906,12,April,2025,Saturday,Lenovo,ThinkPad X1,3,29161,Farhan Bose,M,61,Hyderabad,UPI,2
TXN00907,17,April,2025,Thursday,HP,Envy 13,4,89391,Siya Sodhi,F,20,Kolkata,UPI,1
TXN00908,26,December,2024,Thursday,HP,Pavilion x360,5,93394,Amani Dalal,F,46,Kolkata,Cash,1
TXN00909,2,January,2025,Thursday,Asus,VivoBook 15,2,56292,Advik Rajagopalan,M,38,Indore,UPI,3
TXN00910,2,July,2024,Tuesday,Apple,MacBook Pro,1,85646,Ishaan Ben,M,19,Mumbai,UPI,5
TXN00911,8,August,2024,Thursday,Asus,ROG Zephyrus,5,29398,Vedika Bakshi,F,26,Hyderabad,UPI,1
TXN00912,21,August,2024,Wednesday,MSI,Modern 14,1,61746,Umang Shetty,M,22,Visakhapatnam,Credit Card,5
TXN00913,7,January,2025,Tuesday,Lenovo,ThinkPad X1,3,52358,Nehmat Subramanian,F,33,Visakhapatnam,UPI,4
TXN00914,15,August,2024,Thursday,Apple,MacBook Pro,4,51542,Mannat Varughese,F,44,Nashik,UPI,4
TXN00915,9,December,2024,Monday,Asus,VivoBook 15,2,30417,Sahil Sabharwal,M,22,Nagpur,UPI,4
TXN00916,15,August,2024,Thursday,MSI,Modern 14,1,38217,Kavya Jain,F,31,Faridabad,Credit Card,5
TXN00917,29,June,2024,Saturday,Dell,Latitude 7490,1,86465,Tushar Wali,M,38,Meerut,UPI,1
TXN00918,4,March,2025,Tuesday,Lenovo,ThinkPad X1,1,73105,Tarini Gaba,F,54,Srinagar,Credit Card,2
TXN00919,8,March,2025,Saturday,Asus,TUF Gaming,4,43278,Anahita Devan,F,20,Ghaziabad,Cash,1
TXN00920,26,March,2025,Wednesday,MSI,Modern 14,5,66977,Advik Suresh,M,39,Srinagar,Credit Card,1
TXN00921,19,December,2024,Thursday,Lenovo,ThinkPad X1,3,57034,Nishith Kala,F,46,Visakhapatnam,Cash,4
TXN00922,28,December,2024,Saturday,HP,Envy 13,3,63375,Alisha Karan,F,39,Vadodara,UPI,2
TXN00923,27,November,2024,Wednesday,Lenovo,ThinkPad X1,2,83308,Mannat Gill,F,41,Mumbai,Credit Card,5
TXN00924,18,January,2025,Saturday,Dell,XPS 13,5,30294,Krish Chad,M,62,Agra,UPI,4
TXN00925,17,July,2024,Wednesday,Dell,XPS 13,1,43191,Sahil Shetty,M,29,Jaipur,Credit Card,1
TXN00926,1,October,2024,Tuesday,Asus,ROG Zephyrus,4,33123,Charvi Iyengar,F,42,Kolkata,Cash,3
TXN00927,13,January,2025,Monday,Asus,VivoBook 15,4,55158,Farhan Srinivasan,M,65,Vasai-Virar,Debit Card,4
TXN00928,3,February,2025,Monday,MSI,Modern 14,3,60186,Ivana Bandi,F,48,Thane,UPI,4
TXN00929,20,March,2025,Thursday,Apple,MacBook Pro,4,86869,Kabir Balasubramanian,M,30,Rajkot,Cash,5
TXN00930,3,May,2024,Friday,Lenovo,IdeaPad S340,3,52079,Vanya Sarma,F,25,Kalyan,UPI,2
TXN00931,4,January,2025,Saturday,MSI,Modern 14,4,28195,Nitara Suresh,F,39,Nagpur,Credit Card,2
TXN00932,10,October,2024,Thursday,MSI,GF63 Thin,5,91931,Hansh Sekhon,M,30,Delhi,Debit Card,1
TXN00933,16,June,2024,Sunday,Lenovo,Legion Y540,4,57193,Faiyaz Sarna,M,59,Nashik,Debit Card,1
TXN00934,7,June,2024,Friday,Dell,Inspiron 15,2,91786,Hazel Chauhan,F,30,Kanpur,Cash,5
TXN00935,21,February,2025,Friday,Lenovo,ThinkPad X1,4,59632,Prisha Bhardwaj,M,60,Kanpur,UPI,2
TXN00936,7,November,2024,Thursday,Lenovo,ThinkPad X1,1,89498,Zain Samra,F,63,Kolkata,Cash,1
TXN00937,29,August,2024,Thursday,Dell,Inspiron 15,1,51289,Divyansh Srinivas,M,38,Faridabad,Credit Card,2
TXN00938,24,June,2024,Monday,Lenovo,Legion Y540,1,88563,Bhamini Sachar,M,45,Visakhapatnam,Debit Card,3
TXN00939,29,December,2024,Sunday,HP,Pavilion x360,2,77842,Abram Sabharwal,M,22,Vasai-Virar,Debit Card,3
TXN00940,29,May,2024,Wednesday,Acer,Swift 3,4,88923,Ahana  Solanki,F,62,Agra,Cash,3
TXN00941,23,March,2025,Sunday,Lenovo,IdeaPad S340,1,56217,Fateh Bandi,M,43,Thane,Debit Card,1
TXN00942,1,November,2024,Friday,Lenovo,ThinkPad X1,5,62351,Siya Kota,F,35,Meerut,Cash,5
TXN00943,29,August,2024,Thursday,HP,Omen 15,1,57384,Anay Gola,M,18,Kolkata,Cash,2
TXN00944,8,July,2024,Monday,MSI,GF63 Thin,3,68442,Myra Sahni,F,53,Patna,Debit Card,1
TXN00945,16,May,2024,Thursday,Apple,MacBook Air,1,27468,Anahi Ravel,F,45,Ahmedabad,Credit Card,3
TXN00946,23,July,2024,Tuesday,Acer,Aspire 5,2,51199,Dishani Apte,F,56,Kalyan,UPI,4
TXN00947,29,April,2025,Tuesday,MSI,GF63 Thin,3,90941,Shayak Sha,M,35,Ahmedabad,UPI,2
TXN00948,6,December,2024,Friday,MSI,GF63 Thin,3,78450,Manjari Shanker,F,60,Varanasi,Debit Card,3
TXN00949,24,October,2024,Thursday,Asus,ROG Zephyrus,4,52217,Suhana Mann,F,20,Bengaluru,Credit Card,2
TXN00950,11,August,2024,Sunday,HP,Envy 13,4,41548,Nitara Sehgal,F,42,Vasai-Virar,UPI,3
TXN00951,16,October,2024,Wednesday,HP,Envy 13,1,49745,Inaaya  Korpal,F,35,Jaipur,UPI,3
TXN00952,28,April,2025,Monday,HP,Omen 15,2,75298,Anay Kamdar,M,43,Bengaluru,Cash,4
TXN00953,28,September,2024,Saturday,MSI,Modern 14,5,57541,Myra Sidhu,F,39,Meerut,Cash,1
TXN00954,23,December,2024,Monday,Acer,Swift 3,5,83748,Shanaya Lad,F,52,Nagpur,UPI,1
TXN00955,4,April,2025,Friday,Dell,Inspiron 15,2,52182,Aarna Sibal,F,48,Patna,Credit Card,2
TXN00956,19,March,2025,Wednesday,Dell,Latitude 7490,3,34877,Shanaya Madan,F,59,Rajkot,UPI,1
TXN00957,13,June,2024,Thursday,HP,Pavilion x360,5,28400,Tejas Dave,M,63,Kanpur,Cash,5
TXN00958,24,January,2025,Friday,Acer,Aspire 5,3,96240,Veer Ramanathan,M,25,Visakhapatnam,Credit Card,5
TXN00959,28,January,2025,Tuesday,Asus,VivoBook 15,1,52303,Arnav Ganesh,M,26,Mumbai,Cash,5
TXN00960,11,March,2025,Tuesday,Dell,XPS 13,1,78429,Jiya Choudhry,F,50,Kanpur,Credit Card,3
TXN00961,29,December,2024,Sunday,Dell,XPS 13,4,87941,Aarna Rao,F,62,Thane,Debit Card,4
TXN00962,14,August,2024,Wednesday,Lenovo,ThinkPad X1,3,49469,Tiya Grover,F,23,Ludhiana,Cash,1
TXN00963,17,April,2025,Thursday,HP,Pavilion x360,4,40811,Reyansh Sampath,M,35,Mumbai,Credit Card,5
TXN00964,30,August,2024,Friday,Apple,MacBook Pro,2,77367,Chirag Doctor,M,26,Nagpur,UPI,2
TXN00965,7,August,2024,Wednesday,Dell,Inspiron 15,1,80622,Myra Chhabra,F,32,Meerut,Credit Card,4
TXN00966,23,December,2024,Monday,MSI,GF63 Thin,5,78286,Tara Anne,F,40,Chennai,Debit Card,5
TXN00967,29,January,2025,Wednesday,MSI,Modern 14,4,42932,Kartik Srinivas,M,63,Indore,Debit Card,5
TXN00968,2,April,2025,Wednesday,Asus,TUF Gaming,1,51757,Lavanya Chawla,F,25,Agra,Debit Card,1
